sentence_index,word_count,accuracy(1=correct),reverse_study_time/sec,user_id_from_FOWARD_study,r_user_id_from_REVERSE_study,perspective_ambiguity,block_ambiguity
1075,27,0,35.222704,9,330,ambiguous,2
795,18,1,4.892877,92,538,neither,1
159,18,0,9.724712,20,128,ambiguous,4
952,28,1,10.087845,234,583,ambiguous,1
24,16,0,33.167072,217,103,ambiguous,3
25,16,1,10.966007,217,103,ambiguous,2
1410,44,1,11.382326,912,394,agent,1
1439,14,0,11.30892,903,282,ambiguous,2
1153,19,1,76.383319,207,99,agent,1
355,30,1,44.748088,81,407,agent,1
257,12,1,7.357898,8,170,ambiguous,2
782,25,1,26.882754,93,465,neither,2
1199,8,1,6.955677,77,457,ambiguous,4
1522,6,1,6.654589,908,317,ambiguous,2
177,11,1,7.816437,21,308,neither,4
1201,5,0,9.495544,77,128,ambiguous,3
179,12,0,12.508623,21,143,ambiguous,3
387,9,1,3.613914,87,569,neither,1
1105,8,0,4.148784,203,538,neither,1
1576,14,1,30.140225,927,540,neither,1
776,20,1,4.488715,93,272,neither,1
678,9,0,5.077264,251,98,agent,1
1577,10,1,8.226215,927,540,neither,1
1158,15,1,21.729287,207,481,agent,1
1444,27,1,10.661171,900,286,agent,1
617,14,1,13.546936,66,449,agent,1
9,9,1,32.243536,216,229,ambiguous,2
122,8,1,5.128093,90,319,neither,1
388,12,1,6.872297,87,145,agent,2
731,9,1,3.555938,228,289,neither,1
69,37,0,34.05207,213,304,ambiguous,2
700,26,1,9.543834,6,101,ambiguous,1
3,8,0,13.114531,216,229,neither,1
619,16,1,23.776771,66,449,ambiguous,2
1199,8,1,14.05326,77,375,ambiguous,4
1046,20,1,25.704178,41,360,neither,1
441,9,0,9.491789,7,131,agent,1
427,30,1,10.281742,3,333,agent,1
785,19,1,11.403243,92,384,neither,1
588,11,1,7.593648,37,158,agent,1
1498,16,1,24.554481,904,217,agent,1
717,11,1,18.043851,229,517,agent,1
1224,11,1,7.945793,75,348,ambiguous,2
1225,6,1,8.210291,75,348,neither,1
164,13,1,12.593639,20,582,ambiguous,1
18,10,1,12.131255,217,333,neither,1
1372,8,1,4.87537,911,10,neither,1
68,48,1,10.245653,213,244,ambiguous,2
1384,14,1,30.535826,910,421,ambiguous,2
86,6,1,6.185151,218,469,neither,1
801,10,1,22.331647,95,375,agent,2
477,11,1,5.481078,240,483,agent,1
1393,8,0,5.836502,913,19,agent,1
1396,10,0,17.034143,913,19,ambiguous,2
347,9,1,2.911768,80,431,neither,1
1267,18,1,13.683725,72,91,agent,1
599,11,1,23.600015,36,527,neither,1
868,20,1,6.173835,13,314,neither,1
678,9,1,4.261986,251,566,agent,1
529,10,1,7.055543,39,511,neither,1
1507,7,1,3.659728,905,221,neither,2
1532,20,1,50.331821,909,568,ambiguous,3
1531,18,0,26.290183,909,568,ambiguous,2
810,8,1,12.937626,95,107,ambiguous,2
812,11,1,11.226836,95,107,agent,1
18,10,1,4.193682,217,157,neither,1
1174,7,1,8.500444,209,372,neither,1
194,8,1,3.159414,22,569,neither,1
191,12,1,5.868631,22,569,neither,1
1169,6,1,3.400433,209,94,neither,1
194,8,1,3.873234,22,122,neither,1
135,10,1,4.969832,24,230,neither,1
541,16,1,113.161773,38,150,ambiguous,2
191,12,1,5.603847,22,122,neither,1
449,24,1,11.526408,244,569,agent,1
614,24,1,26.327254,34,483,ambiguous,2
261,16,0,7.105643,8,377,neither,1
920,17,0,16.011895,18,373,neither,1
871,12,1,5.820265,12,262,neither,1
400,16,1,13.167996,84,288,ambiguous,2
753,16,0,18.016167,91,229,ambiguous,1
1508,10,1,3.639208,905,131,ambiguous,4
269,6,0,4.584676,58,576,ambiguous,2
1106,14,1,20.975937,203,457,neither,2
1155,17,1,15.569384,207,13,agent,1
1487,7,1,2.820596,904,267,neither,1
1173,22,1,10.772464,209,325,ambiguous,1
543,26,1,6.153731,38,157,ambiguous,1
1426,8,0,48.870312,902,581,agent,1
501,11,1,5.688966,243,162,ambiguous,2
1163,8,0,6.142822,209,576,agent,1
932,17,1,11.640743,238,330,ambiguous,3
818,14,1,12.538645,94,261,neither,2
224,21,1,11.256342,29,569,neither,2
1513,9,0,5.554215,908,261,neither,1
728,5,1,7.079415,229,6,neither,1
972,5,1,3.766233,232,607,neither,1
973,8,1,3.933262,232,607,neither,1
301,9,1,6.37814,88,317,agent,1
1004,9,1,6.037289,48,271,ambiguous,2
681,20,1,42.117545,251,217,neither,1
550,24,0,18.153111,31,305,ambiguous,2
979,10,1,5.190156,232,607,neither,1
268,9,1,10.233858,58,223,neither,2
471,13,0,26.552949,241,126,ambiguous,2
648,9,1,12.638076,68,396,ambiguous,2
525,10,1,5.939502,39,363,neither,1
1493,15,1,6.676968,904,134,ambiguous,2
1425,9,0,6.696707,902,382,agent,1
74,11,1,18.030037,211,375,agent,1
501,11,0,10.744571,243,124,ambiguous,2
38,48,1,17.275484,215,280,neither,1
87,22,0,32.799843,218,107,ambiguous,2
1512,21,0,30.935113,905,331,agent,4
961,13,1,64.764982,230,492,agent,1
781,19,1,45.005804,93,404,user,2
1519,6,1,6.539916,908,331,ambiguous,2
1378,9,1,4.354902,910,13,agent,1
242,11,1,21.917248,4,440,neither,4
1291,10,0,5.380415,70,133,neither,1
1174,7,1,3.856977,209,577,neither,1
588,11,0,7.370765,37,359,agent,1
917,7,0,32.924281,18,149,neither,1
1405,35,1,29.577301,912,427,agent,2
1318,20,1,7.188364,918,304,neither,1
1307,16,1,9.270577,78,617,ambiguous,1
1375,18,1,8.689758,910,407,agent,1
1377,5,1,6.905329,910,407,neither,1
773,10,1,4.376043,93,394,neither,1
593,14,0,12.01959,36,374,neither,1
771,31,1,18.919028,93,394,ambiguous,1
903,9,0,13.757784,16,169,ambiguous,2
433,10,1,4.209248,3,246,ambiguous,1
1068,12,1,11.231791,9,590,neither,1
1205,8,1,5.585226,76,435,neither,1
1387,6,1,12.318953,913,505,neither,1
173,17,1,7.998808,21,472,neither,3
1104,15,1,11.199958,203,142,ambiguous,2
847,10,1,13.002373,220,525,neither,1
1111,14,1,23.713893,202,609,ambiguous,2
1448,28,1,9.486941,900,95,neither,1
662,14,0,12.462628,69,470,agent,1
101,14,0,5.338491,227,329,ambiguous,2
653,12,1,6.727593,68,397,ambiguous,1
61,12,1,14.16552,213,466,neither,1
232,17,1,9.455427,222,276,neither,2
748,22,1,8.119636,91,532,neither,1
1257,9,1,5.664694,73,319,neither,1
1439,14,0,14.344267,903,525,ambiguous,2
1049,22,1,6.616184,41,513,ambiguous,1
1029,16,1,8.130359,40,480,neither,1
1405,35,0,11.756484,912,241,agent,2
1487,7,1,5.827083,904,138,neither,1
446,5,1,2.969448,7,239,neither,1
1066,12,1,7.085749,9,2,agent,1
1021,26,1,17.421461,49,480,ambiguous,1
1240,10,0,5.136494,74,127,neither,1
1080,36,0,34.904502,200,407,agent,2
1278,19,0,5.717115,71,234,agent,1
718,14,0,14.47487,229,399,agent,1
1445,11,1,38.897282,900,350,agent,1
1066,12,1,22.413109,9,435,agent,1
1191,7,0,10.30205,77,452,ambiguous,2
1197,5,0,8.736806,77,452,ambiguous,3
542,25,1,11.91452,38,373,ambiguous,2
447,9,0,5.464983,7,487,ambiguous,4
633,6,1,3.540949,67,478,ambiguous,2
835,25,1,9.075886,221,121,neither,1
1076,20,1,8.944338,9,263,ambiguous,1
713,15,1,9.049274,99,109,neither,1
87,22,0,40.231411,218,609,ambiguous,2
549,17,1,14.558109,31,143,ambiguous,3
1535,22,1,33.485091,909,218,ambiguous,2
115,10,1,3.314332,90,327,neither,1
548,13,1,9.386681,31,242,ambiguous,1
317,12,1,6.271101,89,522,agent,1
298,9,1,18.440995,88,521,neither,1
416,7,1,4.346177,85,486,neither,1
182,14,0,30.293963,21,312,ambiguous,4
290,13,1,11.702568,55,521,neither,1
226,10,1,3.517226,222,509,user,1
1441,11,0,5.514308,903,166,neither,2
267,6,1,2.996536,58,577,ambiguous,2
1203,8,0,22.582625,77,432,ambiguous,4
412,5,1,4.529814,85,604,ambiguous,2
413,6,1,4.119248,85,604,neither,6
141,9,0,5.081262,26,317,neither,1
84,12,1,8.468554,211,538,agent,1
4,9,1,3.553612,216,470,ambiguous,2
1489,15,1,8.163829,904,444,ambiguous,1
888,31,1,17.285762,14,584,agent,1
862,17,1,10.012665,13,150,agent,1
1464,14,0,21.032168,901,91,agent,4
348,16,1,25.612205,80,263,neither,1
436,20,1,22.983054,7,419,agent,1
1147,10,1,4.976756,204,97,neither,1
926,24,1,65.633184,238,481,ambiguous,1
394,9,1,8.334776,84,320,ambiguous,2
875,15,0,16.307958,12,332,ambiguous,2
330,9,1,2.604972,83,142,neither,1
1299,13,0,7.439408,70,244,user,1
187,9,1,9.391432,22,456,neither,1
1551,9,0,26.107792,922,403,agent,2
857,10,1,2.745226,13,265,neither,1
760,15,1,22.355485,226,306,agent,1
740,5,1,5.17169,228,464,neither,1
129,10,1,5.991686,24,240,neither,1
1133,6,0,16.107702,205,242,neither,1
244,9,0,2.426159,4,11,neither,1
1007,7,1,5.827385,48,401,ambiguous,3
748,22,1,16.627572,91,464,neither,1
806,6,0,3.299427,95,158,ambiguous,2
1295,13,1,4.881271,70,309,agent,1
596,9,1,6.673735,36,539,agent,1
777,32,1,15.858608,93,319,ambiguous,1
9,9,1,9.85777,216,275,ambiguous,2
816,12,1,23.397197,94,223,ambiguous,2
1511,13,0,14.106117,905,132,neither,2
3,8,1,3.612083,216,275,neither,1
152,9,0,4.300145,26,244,neither,1
1261,12,1,15.884391,72,430,neither,1
335,9,1,16.749695,83,330,neither,1
1265,12,1,12.478773,72,430,neither,1
876,16,1,12.625704,12,383,neither,1
1190,6,1,9.207039,208,589,ambiguous,2
839,28,0,35.543632,221,127,ambiguous,2
1327,18,0,15.84542,918,153,ambiguous,2
583,27,1,27.727096,37,367,agent,1
675,9,1,7.88686,251,494,agent,1
537,30,0,11.817247,38,145,ambiguous,2
1413,48,0,18.718018,912,10,agent,2
1223,9,1,7.202567,75,223,neither,1
1080,36,0,27.750564,200,17,agent,2
321,14,1,21.284719,89,489,ambiguous,2
1451,5,1,4.332347,900,301,neither,1
1485,14,1,12.643845,904,399,agent,1
713,15,1,4.249101,99,478,neither,1
1053,8,1,5.755759,1,121,neither,1
992,22,1,22.418508,233,421,agent,2
179,12,0,11.612008,21,379,ambiguous,3
278,6,1,4.814652,58,306,neither,3
950,11,1,4.469034,234,225,agent,1
1000,10,1,33.840658,48,156,ambiguous,2
954,12,0,10.767896,230,225,agent,1
955,8,1,4.101357,230,225,agent,1
728,5,1,4.43202,229,576,neither,1
871,12,1,7.481558,12,453,neither,1
1362,8,0,11.189965,911,124,neither,1
260,15,0,3.83936,8,516,ambiguous,2
389,11,1,6.05554,87,260,neither,1
521,8,1,2.539591,39,510,neither,1
911,12,0,3.668282,18,509,neither,2
1388,21,1,6.979381,913,509,agent,1
227,14,0,21.52929,222,407,user,1
1402,27,0,10.844704,912,570,ambiguous,3
1336,15,0,44.669705,915,451,ambiguous,2
1004,9,1,5.69785,48,225,ambiguous,2
477,11,0,3.819197,240,241,agent,1
779,17,1,3.443496,93,524,neither,1
485,15,1,5.722492,240,258,agent,1
773,10,1,3.492844,93,524,neither,1
771,31,1,7.312331,93,524,ambiguous,1
553,25,0,117.032217,31,584,ambiguous,2
591,16,0,9.917865,36,406,ambiguous,2
529,10,1,5.050534,39,222,neither,1
1321,14,1,10.340638,918,143,neither,1
432,10,1,7.986889,3,119,neither,1
1377,5,1,5.73118,910,167,neither,1
1375,18,1,6.863467,910,167,agent,1
1068,12,1,8.413358,9,149,neither,1
722,8,0,14.539772,229,370,neither,1
215,11,0,22.558207,29,15,agent,1
713,15,1,6.905362,99,395,neither,1
1508,10,1,9.971601,905,169,ambiguous,4
518,20,1,16.571417,242,134,ambiguous,1
1213,19,1,23.520554,76,593,ambiguous,1
927,13,1,8.588307,238,388,ambiguous,2
1499,12,0,6.354213,905,157,agent,7
104,37,0,34.302182,227,536,ambiguous,2
1054,20,1,9.154455,1,488,agent,1
50,30,0,121.045312,212,102,ambiguous,2
614,24,1,8.157348,34,241,ambiguous,2
1099,22,1,26.680518,203,113,ambiguous,2
283,18,1,25.983035,55,449,agent,2
206,22,1,6.964926,23,511,agent,2
978,7,1,10.822198,232,178,ambiguous,2
585,38,1,9.750836,37,296,agent,1
584,35,0,17.869819,37,296,agent,2
987,12,1,3.356365,233,623,neither,1
713,15,1,9.297977,99,331,neither,1
1400,13,1,10.77629,913,104,ambiguous,2
91,22,1,13.537103,218,604,agent,1
81,13,1,5.782864,211,278,agent,1
1170,15,1,7.180796,209,569,neither,3
1175,8,1,5.190223,209,569,ambiguous,2
287,11,1,29.219119,55,492,neither,1
814,12,1,38.579833,94,469,neither,1
686,16,0,27.459532,251,326,ambiguous,3
1512,21,0,11.41176,905,438,agent,4
920,17,1,28.499921,18,455,neither,1
828,31,0,12.477098,221,610,ambiguous,2
829,29,0,11.43467,221,610,agent,1
1356,9,1,6.693779,914,407,neither,1
198,16,1,12.792473,23,524,agent,3
1209,23,1,10.168148,76,17,ambiguous,1
500,10,1,4.451167,243,125,neither,1
1472,11,1,4.322137,906,472,neither,1
1214,6,1,4.291952,76,417,neither,1
1388,21,1,37.560028,913,457,agent,1
96,15,1,5.903809,218,604,ambiguous,2
683,7,1,4.276916,251,361,neither,2
219,8,1,13.018323,29,103,neither,1
212,10,1,5.353318,29,103,agent,1
864,45,0,31.400763,13,361,agent,1
1041,22,0,22.924822,41,518,agent,1
67,36,1,10.600466,213,412,ambiguous,1
1162,14,1,8.31179,207,398,ambiguous,2
1571,9,1,3.961442,927,583,neither,1
387,9,1,4.71511,87,122,neither,1
1205,8,1,4.887741,76,328,neither,1
1563,7,1,4.856671,926,439,ambiguous,4
1303,17,0,7.896629,78,286,ambiguous,2
581,22,0,9.834386,37,405,agent,1
867,12,1,12.155717,13,399,neither,1
1407,35,1,32.928762,912,477,neither,4
264,24,1,12.671279,8,437,agent,1
1285,25,1,22.246713,71,442,ambiguous,1
865,30,1,30.723409,13,449,agent,1
197,12,1,8.035682,23,142,neither,1
638,13,1,6.012285,67,366,agent,1
29,14,1,10.238167,215,240,ambiguous,1
1267,18,1,7.121927,72,134,agent,1
1578,9,1,4.340206,927,91,neither,1
1131,10,1,13.027315,205,365,neither,1
1308,17,0,29.112233,78,494,agent,2
95,20,0,33.708469,218,229,ambiguous,1
1523,6,1,4.930341,908,315,neither,2
946,23,1,22.706506,234,320,ambiguous,1
555,14,0,14.191013,31,152,ambiguous,2
380,8,1,10.220149,87,440,agent,1
1020,19,1,24.50057,49,417,neither,1
303,8,1,6.08003,88,106,neither,1
522,9,0,13.762409,39,232,neither,4
1274,20,1,12.195035,72,141,agent,1
117,14,1,6.321731,90,513,ambiguous,2
805,12,0,9.990091,95,247,ambiguous,2
1262,15,1,4.649309,72,387,neither,2
114,10,1,3.866539,90,118,neither,1
116,9,0,8.959432,90,118,agent,1
1070,10,1,4.169041,9,109,neither,1
1038,20,1,12.726639,41,258,ambiguous,5
112,7,1,4.260481,227,118,ambiguous,2
1038,20,1,19.001825,41,307,ambiguous,5
1413,48,1,26.005958,912,483,agent,2
1051,15,0,15.095109,1,487,neither,2
1328,18,1,19.461596,918,608,neither,2
432,10,1,11.192409,3,284,neither,1
754,12,1,7.710378,91,318,agent,1
1327,18,1,16.036641,918,608,ambiguous,2
623,13,1,6.798116,66,408,ambiguous,2
177,11,1,9.541904,21,610,neither,4
891,9,1,5.727694,14,534,neither,1
1099,22,1,15.125374,203,312,ambiguous,2
1424,15,1,7.233249,902,137,ambiguous,2
512,15,1,36.382106,242,306,ambiguous,3
72,13,1,12.128976,211,518,agent,1
588,11,0,8.777164,37,239,agent,1
354,12,0,10.911284,81,19,neither,1
351,44,0,21.32341,81,19,agent,1
352,34,1,22.842924,81,19,agent,1
1019,19,1,9.063021,49,95,ambiguous,1
292,16,1,7.074302,55,519,agent,1
1464,14,0,7.686307,901,505,agent,4
392,12,1,16.663197,87,126,agent,1
618,16,1,8.267016,66,403,neither,1
324,10,0,15.27874,83,609,neither,1
1578,9,1,6.592315,927,412,neither,1
1399,16,1,34.085203,913,306,ambiguous,1
634,8,0,4.573103,67,151,neither,1
1469,12,0,10.795467,901,505,neither,3
1067,11,1,9.453877,9,333,agent,1
454,20,1,15.378898,244,457,ambiguous,2
1524,5,1,2.287746,908,235,neither,1
653,12,1,6.239017,68,440,ambiguous,1
1276,10,1,5.250159,71,480,neither,1
1543,9,1,3.765036,922,158,neither,1
1538,13,0,28.373909,909,447,agent,2
1067,11,1,8.325072,9,284,agent,1
1469,12,0,11.328594,901,91,neither,3
309,11,1,6.033399,89,147,neither,1
747,16,0,9.898412,91,377,agent,1
745,9,1,7.6215,91,491,agent,1
640,15,1,24.726263,67,126,neither,1
755,8,1,4.953556,91,151,neither,1
875,15,1,11.867015,12,396,ambiguous,2
870,17,0,10.411146,12,396,ambiguous,2
1164,7,1,4.92636,209,447,neither,1
791,23,0,35.11137,92,408,ambiguous,2
1074,21,1,8.037798,9,285,ambiguous,1
1132,15,0,22.331113,205,229,user,2
688,10,1,5.059957,6,610,neither,1
270,6,1,6.608818,58,106,ambiguous,2
1544,15,0,15.278039,922,336,ambiguous,1
660,30,1,16.237075,69,607,neither,2
730,15,1,5.735458,228,308,ambiguous,2
416,7,1,4.903973,85,13,neither,1
1542,16,0,62.391111,922,428,ambiguous,2
390,7,1,6.624711,87,523,neither,1
1231,11,0,11.445831,75,236,ambiguous,2
1030,15,1,4.266709,40,478,neither,1
396,9,1,10.183335,84,579,ambiguous,2
988,11,1,2.970445,233,516,neither,1
1365,13,1,35.74394,911,5,neither,2
1122,7,1,37.610962,205,448,user,1
19,10,1,2.918227,217,623,neither,1
898,9,0,9.258266,16,576,agent,3
1366,16,1,9.786502,911,386,ambiguous,3
781,19,0,3.196754,93,487,user,2
690,21,1,7.765219,6,421,ambiguous,2
693,10,1,4.07326,6,421,neither,1
480,11,1,11.465606,240,313,agent,1
1253,25,0,8.476688,73,12,ambiguous,2
189,15,1,9.291024,22,443,neither,1
1371,7,1,6.674446,911,94,ambiguous,2
480,11,0,12.078022,240,373,agent,1
917,7,1,2.715302,18,276,neither,1
673,21,0,13.503054,251,269,neither,1
961,13,0,17.919865,230,539,agent,1
465,9,0,6.33074,241,397,ambiguous,2
817,7,1,4.946646,94,244,neither,1
226,10,1,5.697987,222,220,user,1
306,8,1,2.863602,88,4,neither,1
1231,11,0,9.690539,75,109,ambiguous,2
552,19,0,16.316556,31,538,ambiguous,2
350,15,1,9.385101,80,441,ambiguous,2
1323,5,1,25.475319,918,456,neither,1
82,17,1,7.821495,211,258,agent,1
721,11,1,3.736328,229,490,ambiguous,3
1540,15,1,19.620832,909,399,ambiguous,3
1228,9,1,3.368057,75,510,ambiguous,2
1545,8,0,5.747236,922,399,agent,1
496,11,1,21.080985,243,491,ambiguous,1
814,12,1,8.089627,94,382,neither,1
437,11,0,12.048494,7,161,agent,1
19,10,1,3.401575,217,307,neither,1
1467,12,1,13.743784,901,607,agent,2
864,45,0,23.57468,13,241,agent,1
1033,20,1,15.715811,40,376,agent,1
1529,15,1,30.176438,909,319,agent,3
1118,14,1,14.266711,202,129,neither,1
1460,13,1,7.168607,901,607,neither,2
1461,11,0,10.318774,901,607,agent,1
1230,9,1,4.323344,75,262,neither,1
911,12,0,3.617845,18,93,neither,2
982,12,1,8.525487,233,443,neither,1
230,17,0,69.266026,222,320,ambiguous,1
695,22,1,13.660066,6,448,ambiguous,2
1241,12,0,10.298741,74,583,agent,1
1343,13,1,5.895771,915,538,ambiguous,2
1369,11,1,4.046553,911,459,neither,1
999,10,1,6.839791,48,414,ambiguous,2
1277,19,0,12.410226,71,273,neither,1
1566,9,0,11.654121,926,231,ambiguous,2
22,9,1,5.11842,217,393,ambiguous,2
1198,5,1,29.803971,77,279,ambiguous,2
1364,15,1,9.225304,911,459,ambiguous,2
1421,19,1,7.718484,902,359,neither,2
778,29,1,8.622521,93,286,agent,1
1496,21,1,34.80037,904,168,agent,1
1497,9,1,7.312852,904,225,agent,1
497,11,0,23.958953,243,16,ambiguous,2
259,13,1,10.97762,8,363,ambiguous,2
907,6,0,13.306927,16,231,neither,3
778,29,1,75.676613,93,159,agent,1
861,26,1,17.296304,13,124,ambiguous,1
60,16,1,82.356014,213,443,agent,1
1241,12,0,11.091573,74,142,agent,1
23,14,1,5.628609,217,237,agent,3
210,19,0,11.012971,23,401,neither,1
1395,26,0,29.564619,913,368,agent,1
918,7,1,4.254582,18,327,neither,2
474,9,0,5.236377,241,148,neither,1
482,16,1,8.172731,240,288,agent,1
1311,8,1,14.923601,78,470,neither,1
375,23,1,9.147644,86,94,ambiguous,1
1050,21,0,12.821832,41,397,neither,1
1187,6,1,10.384803,208,258,ambiguous,2
1272,14,1,8.823978,72,225,neither,2
1116,32,1,9.736457,202,466,agent,1
305,13,1,9.882978,88,508,ambiguous,2
773,10,0,2.619175,93,108,neither,1
129,10,1,5.782274,24,529,neither,1
836,17,1,14.558148,221,267,ambiguous,2
1437,14,0,6.582756,903,9,ambiguous,3
382,8,1,7.245181,87,566,agent,1
1174,7,1,5.343572,209,113,neither,1
13,11,1,3.906139,216,221,neither,1
616,20,1,19.136648,34,332,ambiguous,2
12,7,1,6.494598,216,587,ambiguous,2
826,14,1,26.648277,94,224,ambiguous,2
657,8,1,10.29863,68,281,neither,1
422,19,1,7.428072,3,222,neither,1
893,17,0,8.794217,14,413,agent,1
1211,27,1,6.33091,76,274,ambiguous,1
737,16,1,18.198723,228,517,neither,2
1210,9,0,41.980968,76,579,agent,1
779,17,0,4.189039,93,108,neither,1
203,18,1,38.662634,23,149,neither,2
403,9,1,6.120515,84,226,agent,1
903,9,0,11.13802,16,19,ambiguous,2
824,7,1,3.322657,94,272,neither,1
910,9,1,13.362678,16,479,neither,4
787,25,0,16.174652,92,150,neither,1
210,19,1,8.886211,23,570,neither,1
753,16,1,9.306468,91,148,ambiguous,1
1334,13,0,10.645785,915,311,ambiguous,2
360,23,0,24.242692,81,431,ambiguous,1
202,21,1,34.362568,23,441,agent,1
497,11,0,22.8123,243,449,ambiguous,2
320,20,1,9.395294,89,475,agent,1
289,13,1,16.734427,55,375,neither,1
1146,15,1,20.095017,204,161,neither,1
354,12,1,4.582217,81,261,neither,1
352,34,1,8.730757,81,261,agent,1
351,44,1,29.57665,81,261,agent,1
442,11,0,44.770248,7,515,neither,1
820,7,0,7.112106,94,435,ambiguous,2
788,17,1,10.860669,92,434,neither,1
1194,7,1,10.916262,77,474,ambiguous,2
261,16,1,4.810774,8,141,neither,1
1236,21,1,4.947361,74,108,agent,1
1197,5,0,9.477392,77,169,ambiguous,3
176,12,0,18.972886,21,122,agent,2
562,9,0,19.263848,30,447,agnet,1
229,17,1,5.852369,222,232,ambiguous,1
1188,6,1,3.165083,208,94,neither,3
183,8,1,55.83149,22,7,neither,1
1073,14,1,7.054862,9,328,agent,1
1155,17,0,16.55383,207,364,agent,1
224,21,1,10.794576,29,178,neither,2
528,7,1,12.126954,39,434,ambiguous,2
1257,9,1,7.028828,73,513,neither,1
304,16,1,27.266361,88,537,agent,1
284,18,1,15.336841,55,591,agent,1
477,11,1,5.347807,240,361,agent,1
923,5,1,5.229489,18,397,ambiguous,2
559,23,0,23.516539,31,417,ambiguous,5
293,10,1,3.324477,55,467,neither,1
1354,16,0,46.087234,914,17,agent,2
67,36,1,15.889165,213,313,ambiguous,1
86,6,1,2.249437,218,348,neither,1
370,11,1,3.21621,86,307,agent,1
38,48,1,29.546352,215,523,neither,1
856,10,1,3.268346,13,219,neither,1
857,10,1,2.853054,13,219,neither,1
713,15,1,5.89035,99,282,neither,1
42,16,1,19.64376,215,320,neither,1
716,10,1,4.881134,229,122,neither,1
820,7,0,6.895056,94,106,ambiguous,2
243,8,1,10.189445,4,534,neither,1
1011,13,1,7.724439,49,374,neither,1
562,9,0,7.300887,30,126,agnet,1
477,11,1,9.345732,240,427,agent,1
642,8,1,5.920803,67,536,neither,1
362,25,0,85.595817,81,568,ambiguous,1
1442,9,0,8.396174,903,494,neither,1
790,18,0,7.647978,92,387,neither,1
667,11,1,6.853982,69,435,agent,1
1575,3,1,3.621212,927,331,neither,1
1180,12,1,28.722913,208,18,ambiguous,3
527,10,1,8.294573,39,124,neither,2
64,29,1,13.224406,213,288,agent,1
525,10,0,5.68416,39,124,neither,1
523,9,0,22.504944,39,124,neither,1
528,7,1,10.252577,39,474,ambiguous,2
1360,9,1,5.863665,911,104,agent,1
869,15,1,14.306073,12,457,neither,1
397,9,0,10.518028,84,412,ambiguous,2
1189,7,1,5.90747,208,439,ambiguous,3
522,9,0,19.331451,39,474,neither,4
1153,19,0,25.049947,207,226,agent,1
499,10,1,5.754717,243,12,neither,1
1353,14,1,4.737171,914,138,neither,1
1322,13,0,4.656405,918,238,neither,2
491,20,0,24.85857,243,238,ambiguous,2
1511,13,0,5.188358,905,540,neither,2
1176,12,0,49.923023,209,415,ambiguous,2
1042,20,0,10.884968,41,590,neither,1
1229,7,0,16.414351,75,428,ambiguous,2
241,9,1,5.859066,4,227,neither,1
639,31,0,40.52211,67,483,ambiguous,1
126,11,0,2.75353,90,96,agent,1
496,11,1,8.384712,243,168,ambiguous,1
1540,15,1,21.750442,909,442,ambiguous,3
1545,8,0,12.302884,922,442,agent,1
902,8,1,9.511219,16,350,neither,1
1187,6,1,25.664614,208,449,ambiguous,2
212,10,1,3.054278,29,276,agent,1
16,14,1,7.978268,217,147,neither,1
95,20,0,9.047079,218,324,ambiguous,1
185,24,1,49.446459,22,270,agent,1
457,26,1,23.798638,244,404,ambiguous,2
163,11,1,5.119979,20,329,ambiguous,2
1212,8,1,3.57579,76,488,neither,1
527,10,1,10.179797,39,363,neither,2
1027,18,1,6.454279,40,617,agent,1
1205,8,1,4.281141,76,279,neither,1
637,8,1,3.33737,67,326,neither,1
1129,6,1,5.201906,205,440,neither,1
932,17,0,17.878823,238,477,ambiguous,3
267,6,1,6.060847,58,113,ambiguous,2
191,12,1,9.432489,22,427,neither,1
1226,9,0,6.064251,75,127,neither,1
194,8,1,4.572137,22,427,neither,1
10,11,1,5.612849,216,474,neither,1
827,37,0,57.628464,221,243,ambiguous,2
893,17,1,10.887611,14,508,agent,1
897,14,0,10.574141,16,508,ambiguous,2
11,8,0,19.573142,216,141,neither,2
54,29,1,23.498017,212,413,ambiguous,2
284,18,1,11.359496,55,104,agent,1
285,11,1,7.678585,55,104,neither,1
768,8,1,3.051805,226,93,neither,1
767,18,1,10.55056,226,93,ambiguous,1
407,8,1,2.775457,85,617,neither,1
1561,9,0,34.002918,926,517,neither,1
1582,17,1,10.716267,927,238,agent,1
951,22,1,14.327807,234,441,neither,1
1124,15,1,25.2393,205,592,ambiguous,2
860,18,1,8.585119,13,311,neither,1
404,14,1,7.302903,84,617,ambiguous,3
718,14,1,7.950915,229,286,agent,1
510,22,1,12.948484,242,508,ambiguous,3
1552,9,1,9.006001,922,459,agent,1
1094,15,0,7.829263,203,452,ambiguous,2
1310,5,1,3.290581,78,267,neither,1
205,14,0,4.569078,23,509,agent,1
824,7,1,4.28104,94,145,neither,1
592,21,1,11.247123,36,505,ambiguous,1
492,10,1,73.171632,243,579,ambiguous,2
1201,5,1,3.51589,77,307,ambiguous,3
364,37,1,26.856284,81,223,agent,1
1315,15,1,11.168523,78,488,agent,1
962,12,1,13.010291,230,378,neither,2
31,16,1,20.156957,215,480,ambiguous,1
128,5,1,5.048455,24,590,neither,1
136,8,1,14.971015,24,415,agent,1
1134,7,1,10.585785,205,464,user,1
604,29,1,6.72799,34,13,agent,1
924,6,0,7.116213,18,413,ambiguous,2
1041,22,1,7.922319,41,431,agent,1
1519,6,1,16.312916,908,525,ambiguous,2
