sentence_index,word_count,accuracy(1=correct),reverse_study_time/sec,user_id_from_FOWARD_study,r_user_id_from_REVERSE_study,perspective_ambiguity,block_ambiguity
945,31,1,8.369604,234,510,ambiguous,2
991,16,1,8.370346,233,505,neither,1
77,13,1,5.987493,211,324,agent,1
1223,9,1,7.869441,75,512,neither,1
632,8,1,2.6044,67,329,neither,1
6,7,0,15.608201,216,580,ambiguous,4
1230,9,1,3.456961,75,311,neither,1
223,9,1,12.559349,29,365,agent,1
1422,11,1,5.383744,902,164,ambiguous,2
24,16,0,42.53005,217,149,ambiguous,3
472,12,0,20.135132,241,7,ambiguous,4
1048,15,1,7.418321,41,113,agent,1
1508,10,1,6.962612,905,409,ambiguous,4
144,14,0,6.786873,26,222,ambiguous,2
254,5,1,2.300729,8,511,neither,1
1305,8,1,4.921062,78,100,agent,1
967,17,0,5.088134,232,11,agent,1
108,6,1,4.141501,227,436,neither,1
537,30,0,13.67771,38,99,ambiguous,2
558,16,0,41.693029,31,525,ambiguous,2
1212,8,1,5.375698,76,405,neither,1
1038,20,1,35.703751,41,449,ambiguous,5
1120,9,1,7.730628,202,227,neither ,1
1215,8,1,6.711736,76,405,neither,1
1024,11,1,6.98615,40,489,neither,1
636,6,1,8.290324,67,311,ambuguous,2
302,18,1,6.13839,88,306,agent,1
929,16,0,39.414943,238,580,ambiguous,2
1251,10,1,24.308401,73,308,ambiguous,3
874,18,1,11.491191,12,306,agent,1
1442,9,0,2.710292,903,429,neither,1
603,25,1,5.623301,34,444,neither,1
312,20,0,18.34297,89,230,agent,1
1432,12,0,19.429812,903,465,ambiguous,2
1207,21,0,87.050081,76,224,ambiguous,1
1422,11,0,51.633427,902,447,ambiguous,2
29,14,1,9.352418,215,607,ambiguous,1
22,9,1,5.076382,217,607,ambiguous,2
870,17,0,10.247955,12,332,ambiguous,2
591,16,0,20.015441,36,128,ambiguous,2
1212,8,0,4.023172,76,15,neither,1
132,23,1,15.835134,24,623,agent,1
394,9,1,4.159856,84,604,ambiguous,2
722,8,1,4.423675,229,336,neither,1
1215,8,1,26.000046,76,15,neither,1
264,24,0,5.051177,8,108,agent,1
1073,14,0,25.977224,9,152,agent,1
1157,11,1,8.495348,207,288,neither,1
9,9,1,27.294344,216,518,ambiguous,2
1250,6,1,3.726531,73,580,neither,1
1411,36,0,17.625012,912,20,neither,10
953,10,1,6.536756,230,308,agent,1
227,14,0,30.474069,222,308,user,1
1421,19,1,7.307901,902,239,neither,2
769,12,1,12.358748,226,383,ambiguous,2
3,8,0,11.910642,216,518,neither,1
535,34,1,22.896331,38,413,ambiguous,2
1504,16,0,14.864614,905,566,agent,1
1320,18,0,11.899976,918,167,neither,3
1279,24,1,10.616612,71,226,neither,1
533,30,1,33.235433,38,413,ambiguous,2
1330,15,1,4.399534,918,497,neither,1
1487,7,1,6.119723,904,415,neither,1
1275,10,1,4.320398,71,226,neither,1
1036,15,1,10.515241,40,149,neither,1
751,10,1,12.446369,91,588,agent,1
229,17,1,18.563138,222,474,ambiguous,1
979,10,1,4.909672,232,442,neither,1
483,12,1,10.432781,240,388,neither,1
385,7,1,3.988385,87,381,neither,1
1525,12,1,21.992771,908,413,neither,1
388,12,1,18.315973,87,381,agent,2
1237,9,1,7.737034,74,221,agent,1
1087,13,1,5.142956,200,457,neither,1
373,19,1,12.388938,86,422,neither,1
909,6,1,4.58278,16,484,ambiguous,2
1164,7,1,10.973464,209,365,neither,1
1449,26,1,10.320812,900,519,ambiguous,2
117,14,1,12.512046,90,224,ambiguous,2
1447,17,0,12.03195,900,519,ambiguous,1
1207,21,0,14.228444,76,466,ambiguous,1
1174,7,1,5.243377,209,312,neither,1
653,12,1,16.16667,68,238,ambiguous,1
651,8,1,5.620059,68,164,neither,1
1203,8,1,20.186796,77,590,ambiguous,4
1506,15,0,34.853777,905,217,agent,2
155,20,1,26.053438,20,534,ambiguous,1
747,16,0,15.404403,91,317,agent,1
1436,7,1,16.174797,903,432,agent,1
3,8,1,3.691763,216,431,neither,1
610,26,1,22.450129,34,262,ambiguous,2
1165,14,1,7.650577,209,478,neither,1
722,8,0,7.692662,229,19,neither,1
1055,20,0,20.628769,1,283,neither,1
521,8,1,6.460639,39,221,neither,1
9,9,1,10.990653,216,431,ambiguous,2
292,16,1,8.904204,55,230,agent,1
336,30,1,10.674612,83,525,agent,1
1076,20,1,21.625935,9,372,ambiguous,1
1111,14,1,9.106645,202,321,ambiguous,2
183,8,1,2.429514,22,157,neither,1
984,19,1,9.047385,233,260,neither,2
1273,17,0,18.415166,72,156,ambiguous,2
800,13,0,16.089721,95,1,agent,1
460,19,0,11.787078,244,385,ambiguous,2
889,29,1,7.65796,14,122,neither,1
1025,13,1,5.416188,40,577,neither,1
1288,14,1,9.07303,71,304,ambiguous,1
565,8,1,3.748438,30,282,neither,1
130,10,1,3.818722,24,146,neither,1
1218,8,1,6.544942,76,104,neither,1
1249,33,1,40.494529,73,124,neither,2
511,28,1,64.071631,242,422,ambiguous,1
717,11,1,10.458076,229,147,agent,1
79,16,1,17.666724,211,518,agent,1
1247,28,0,37.101773,73,372,agent,1
381,12,1,9.466733,87,297,neither,1
269,6,1,4.015693,58,283,ambiguous,2
816,12,1,3.335075,94,96,ambiguous,2
1301,25,1,33.452729,70,455,neither,1
1073,14,1,7.984668,9,522,agent,1
1537,15,1,11.021594,909,475,neither,1
1196,5,1,13.143829,77,136,ambiguous,2
1258,15,1,13.239622,73,438,agent,1
148,5,1,5.800036,26,523,ambiguous,2
1494,9,1,6.783233,904,317,agent,1
736,8,1,3.056387,228,470,neither,1
737,16,0,12.70505,228,470,neither,2
409,8,1,3.540151,85,286,neither,1
1160,4,1,3.81832,207,381,neither,1
945,31,0,3.429906,234,138,ambiguous,2
407,8,1,2.794202,85,286,neither,1
981,18,1,30.984216,233,159,ambiguous,1
340,9,0,7.215637,80,135,neither,1
273,7,0,2.798393,58,329,neither,1
577,23,1,28.518413,37,156,agent,1
8,10,0,9.425081,216,95,ambiguous,1
643,8,1,2.529113,67,386,neither,1
1572,10,0,8.947492,927,14,agent,1
229,17,1,7.255335,222,327,ambiguous,1
169,12,1,9.284948,21,219,ambiguous,2
677,9,1,5.935227,251,513,neither,1
1011,13,1,6.682109,49,314,neither,1
271,6,1,2.911466,58,435,ambiguous,3
490,15,1,5.462513,240,137,agent,1
604,29,1,8.796974,34,364,agent,1
1313,14,0,6.540661,78,508,ambiguous,2
1338,11,1,7.80268,915,537,neither,1
338,8,1,7.950746,80,527,neither,1
42,16,1,10.814502,215,271,neither,1
1073,14,0,39.794393,9,247,agent,1
465,9,0,7.461077,241,284,ambiguous,2
601,16,1,10.307605,36,314,neither,1
969,8,0,8.768671,232,588,neither,1
680,13,1,13.070543,251,109,neither,1
1335,16,1,32.843336,915,464,ambiguous,2
429,34,1,22.038546,3,320,agent,1
1022,21,0,62.804311,49,581,agent,1
1057,13,1,6.570764,1,395,agent,1
1093,10,0,5.141477,203,329,neither,1
421,30,0,47.022915,3,320,neither,1
707,11,1,6.24679,99,165,agent,1
909,6,1,4.868766,16,242,ambiguous,2
1132,15,0,28.83121,205,619,user,2
1185,7,1,7.759386,208,430,neither,1
81,13,0,7.368915,211,151,agent,1
137,20,1,54.573977,24,269,agent,1
559,23,0,11.109669,31,142,ambiguous,5
175,14,1,15.702065,21,505,neither,4
1378,9,1,7.388662,910,179,agent,1
228,14,1,8.237228,222,234,neither,1
1135,20,0,15.288835,204,377,neither,1
237,15,1,9.257821,222,336,agent,1
969,8,1,4.478223,232,383,neither,1
337,9,1,5.85974,80,403,neither,1
876,16,1,31.01656,12,350,neither,1
856,10,0,7.516733,13,413,neither,1
882,8,1,3.385382,12,239,neither,1
1269,16,0,5.800362,72,96,neither,1
1476,9,1,4.39685,906,282,neither,1
6,7,0,13.000386,216,375,ambiguous,4
518,20,1,15.399916,242,313,ambiguous,1
1327,18,1,7.256509,918,329,ambiguous,2
601,16,1,7.436905,36,92,neither,1
589,18,1,36.384516,36,275,ambiguous,2
1501,10,0,14.747734,905,148,agent,1
633,6,1,15.880562,67,617,ambiguous,2
772,36,1,14.429195,93,142,neither,1
770,11,1,14.531597,226,142,agent,1
706,8,1,31.59448,99,466,neither,1
854,27,0,8.908278,220,239,neither,1
1475,9,1,6.173171,906,103,neither,1
1131,10,1,3.315978,205,245,neither,1
613,19,1,27.182153,34,432,ambiguous,1
788,17,1,5.845874,92,151,neither,1
688,10,1,6.639886,6,490,neither,1
1179,6,1,3.317342,208,2,ambiguous,3
156,12,0,6.890142,20,402,ambiguous,2
602,18,0,17.476316,36,379,neither,1
68,48,1,19.003469,213,465,ambiguous,2
65,21,1,33.404937,213,121,neither,1
759,7,1,14.860537,226,443,neither,1
806,6,1,3.046657,95,285,ambiguous,2
1371,7,1,4.921142,911,221,ambiguous,2
232,17,1,13.874201,222,590,neither,2
811,9,0,8.070821,95,2,agent,1
1276,10,1,26.779441,71,7,neither,1
117,14,1,22.547021,90,584,ambiguous,2
1297,39,0,23.319178,70,583,agent,2
1251,10,1,6.330808,73,490,ambiguous,3
1234,19,1,90.060649,74,138,agent,1
1278,19,1,11.223465,71,153,agent,1
199,9,0,14.288112,23,19,neither,1
110,11,1,10.390392,227,412,ambiguous,2
1528,14,1,8.647416,909,436,ambiguous,2
340,9,1,9.207053,80,362,neither,1
1248,35,1,27.05817,73,144,agent,3
1153,19,0,42.668086,207,593,agent,1
673,21,0,13.957818,251,583,neither,1
1157,11,1,4.881446,207,484,neither,1
926,24,1,14.93238,238,568,ambiguous,1
1103,7,1,11.980598,203,584,ambiguous,3
1357,17,0,4.347448,914,157,ambiguous,2
1350,7,1,2.485405,914,157,ambiguous,3
76,12,1,6.012096,211,603,agent,1
60,16,1,7.160157,213,361,agent,1
75,12,0,12.998859,211,374,agent,1
785,19,1,8.587589,92,471,neither,1
1436,7,1,5.244225,903,230,agent,1
863,15,1,10.206622,13,398,neither,2
1424,15,1,13.158042,902,580,ambiguous,2
1225,6,1,10.460543,75,421,neither,1
1362,8,1,4.146595,911,485,neither,1
893,17,1,9.749418,14,456,agent,1
1575,3,1,6.084726,927,478,neither,1
897,14,0,33.01776,16,456,ambiguous,2
507,20,1,14.421576,242,588,agent,1
903,9,1,4.494644,16,336,ambiguous,2
965,15,1,17.049852,230,464,neither,1
1400,13,1,5.322419,913,386,ambiguous,2
1046,20,1,18.686118,41,399,neither,1
1465,15,0,21.312057,901,324,neither,2
1095,14,1,7.861634,203,539,neither,2
1094,15,1,16.337084,203,539,ambiguous,2
675,9,1,6.248028,251,113,agent,1
673,21,0,10.614077,251,512,neither,1
6,7,0,11.737295,216,315,ambiguous,4
466,13,0,9.361912,241,363,ambiguous,2
1049,22,1,8.365573,41,584,ambiguous,1
692,19,0,10.880828,6,120,neither,2
555,14,0,9.804566,31,279,ambiguous,2
1447,17,1,5.094753,900,276,ambiguous,1
1290,15,1,9.420912,70,8,neither,1
1254,5,1,5.198593,73,102,neither,1
422,19,1,6.659414,3,582,neither,1
31,16,1,20.305833,215,284,ambiguous,1
356,27,1,14.403608,81,8,agent,1
129,10,1,12.049375,24,360,neither,1
414,6,1,3.878703,85,315,ambiguous,2
1194,7,0,5.327111,77,151,ambiguous,2
249,8,0,3.110977,4,516,neither,1
745,9,0,3.896392,91,538,agent,1
1160,4,1,4.646646,207,99,neither,1
1468,15,0,15.709004,901,104,agent,4
1038,20,1,10.666715,41,536,ambiguous,5
374,15,1,16.515763,86,226,neither,2
1118,14,1,13.26831,202,407,neither,1
1133,6,0,15.794951,205,11,neither,1
1552,9,1,5.975992,922,317,agent,1
1220,8,0,16.50499,75,518,ambiguous,2
1052,5,1,4.522938,1,493,neither,1
1256,9,1,6.189619,73,128,neither,1
1508,10,0,18.876156,905,19,ambiguous,4
961,13,1,11.926526,230,409,agent,1
1053,8,1,3.811227,1,529,neither,1
674,5,1,12.754615,251,448,neither,1
74,11,1,6.988635,211,93,agent,1
1059,21,0,7.648049,1,529,agent,1
1416,9,1,7.592954,902,279,ambiguous,2
29,14,1,14.062934,215,399,ambiguous,1
1458,13,0,16.046247,901,481,neither,1
312,20,1,36.096671,89,590,agent,1
986,24,1,9.494758,233,383,ambiguous,1
494,10,1,496.67677,243,125,ambiguous,2
681,20,1,16.261639,251,494,neither,1
1218,8,1,5.21007,76,150,neither,1
1219,8,1,12.173581,75,150,neither,1
1532,20,1,8.196635,909,359,ambiguous,3
748,22,1,11.618344,91,289,neither,1
649,8,1,24.719425,68,321,neither,1
1249,33,0,29.191831,73,485,neither,2
740,5,1,2.301831,228,289,neither,1
30,28,1,37.229728,215,406,agent,2
1197,5,1,7.826403,77,492,ambiguous,3
739,8,1,3.573807,228,539,neither,1
337,9,1,4.940209,80,244,neither,1
1234,19,0,15.193949,74,267,agent,1
729,8,0,7.84383,228,153,neither,1
1357,17,0,16.354136,914,119,ambiguous,2
953,10,1,5.419984,230,603,agent,1
524,10,1,8.522726,39,226,neither,2
863,15,1,7.658202,13,285,neither,2
1570,5,1,2.428097,927,274,ambiguous,2
1372,8,1,4.183416,911,569,neither,1
1014,16,1,14.080114,49,141,neither,1
560,12,0,24.640454,31,106,ambiguous,2
674,5,1,3.575983,251,405,neither,1
1019,19,1,8.693977,49,141,ambiguous,1
776,20,1,22.673269,93,593,neither,1
672,22,1,14.511886,69,405,agent,1
697,17,1,7.439631,6,170,ambiguous,1
1293,13,1,7.236972,70,494,user,1
13,11,1,10.401948,216,415,neither,1
1078,18,1,12.12802,9,537,ambiguous,2
369,17,1,4.719892,86,532,neither,1
1274,20,1,112.609379,72,582,agent,1
1310,5,1,6.488994,78,581,neither,1
185,24,1,12.140927,22,379,agent,1
1572,10,0,11.222627,927,365,agent,1
1578,9,1,33.064731,927,373,neither,1
52,24,0,14.593715,212,512,ambiguous,2
1204,7,0,6.047064,77,127,agent,1
702,9,0,6.977832,99,382,ambiguous,3
1127,7,1,5.206144,205,474,user,1
719,8,1,3.51407,229,326,neither,1
1124,15,0,28.857982,205,474,ambiguous,2
240,8,1,19.524152,4,326,ambiguous,2
247,7,0,7.965291,4,326,ambiguous,2
1423,9,1,6.662717,902,381,ambiguous,2
703,9,0,10.268702,99,480,ambiguous,2
913,12,1,5.650502,18,222,neither,1
1111,14,1,4.642395,202,272,ambiguous,2
712,12,1,11.654618,99,508,ambiguous,2
1207,21,0,9.06123,76,513,ambiguous,1
32,5,1,12.141977,215,481,neither,1
229,17,1,15.889649,222,434,ambiguous,1
434,34,1,9.191313,3,494,agent,1
439,10,1,4.653626,7,494,neither,1
695,22,0,11.673107,6,248,ambiguous,2
519,16,0,16.478639,39,329,ambiguous,2
1391,8,1,4.857925,913,317,neither,1
1102,13,1,4.542439,203,325,neither,1
24,16,1,12.463777,217,230,ambiguous,3
457,26,1,11.163669,244,164,ambiguous,2
80,14,1,24.926838,211,148,agent,1
797,31,1,8.397673,92,329,ambiguous,2
373,19,1,33.078408,86,517,neither,1
667,11,1,7.990025,69,475,agent,1
803,11,1,7.278977,95,219,agent,1
226,10,1,10.176216,222,137,user,1
307,8,1,3.601671,88,307,neither,1
732,15,1,26.601785,228,447,neither,2
1195,8,0,10.926897,77,429,ambiguous,4
502,17,0,6.343706,243,327,ambiguous,2
910,9,1,36.95619,16,439,neither,4
1113,16,1,27.937696,202,534,ambiguous,3
107,11,1,16.562474,227,366,ambiguous,2
1129,6,1,7.309197,205,527,neither,1
499,10,1,5.129325,243,243,neither,1
70,32,0,24.055869,213,150,ambiguous,1
625,11,1,3.995879,66,578,neither,1
624,11,1,7.882876,66,578,neither,1
1306,13,1,10.529658,78,13,agent,1
1350,7,0,4.603784,914,333,ambiguous,3
120,8,1,23.530273,90,398,neither,1
1357,17,0,7.442314,914,333,ambiguous,2
35,18,1,11.039178,215,475,ambiguous,1
227,14,1,20.245158,222,603,user,1
1524,5,1,2.697172,908,524,neither,1
564,8,1,15.138908,30,455,neither,1
214,18,1,55.333727,29,428,agent,1
465,9,0,3.784993,241,238,ambiguous,2
1138,17,1,8.194643,204,453,neither,1
278,6,0,4.487305,58,127,neither,3
633,6,1,3.61141,67,331,ambiguous,2
1182,16,1,10.784754,208,578,neither,2
1142,18,1,15.112653,204,179,neither,1
623,13,1,16.262158,66,451,ambiguous,2
585,38,1,14.152817,37,91,agent,1
1151,20,0,10.103253,207,477,agent,1
843,16,1,5.525434,220,489,neither,1
584,35,0,50.569658,37,91,agent,2
68,48,1,13.990833,213,486,ambiguous,2
69,37,1,7.598755,213,486,ambiguous,2
539,23,0,9.001124,38,318,ambiguous,2
85,8,1,4.701581,218,315,ambiguous,2
614,24,1,10.217272,34,10,ambiguous,2
839,28,0,11.586773,221,488,ambiguous,2
787,25,1,14.367344,92,104,neither,1
534,21,0,8.044129,38,318,neither,1
387,9,1,10.425146,87,483,neither,1
1391,8,0,43.552435,913,377,neither,1
1451,5,1,4.375633,900,241,neither,1
900,6,1,20.462211,16,359,ambiguous,4
1126,7,0,13.136094,205,132,user,1
752,18,1,4.9116,91,225,agent,1
616,20,1,25.764193,34,118,ambiguous,2
1569,12,1,16.098738,927,368,ambiguous,1
350,15,1,40.365961,80,481,ambiguous,2
552,19,0,11.949158,31,18,ambiguous,2
962,12,1,6.614869,230,142,neither,2
996,11,0,16.258095,48,235,ambiguous,3
1166,24,1,37.605626,209,521,ambiguous,2
42,16,1,9.463821,215,225,neither,1
329,18,0,11.795031,83,6,agent,1
970,8,1,7.093879,232,312,neither,1
200,10,1,2.867628,23,11,neither,1
550,24,1,6.304878,31,245,ambiguous,2
974,12,1,5.869113,232,312,neither,1
518,20,0,19.569702,242,373,ambiguous,1
1089,9,1,5.426762,200,493,agent,1
528,7,1,6.952723,39,278,ambiguous,2
854,27,0,14.277286,220,158,neither,1
688,10,1,3.05209,6,167,neither,1
1338,11,1,7.198334,915,129,neither,1
493,12,1,17.61735,243,372,ambiguous,2
471,13,0,3.543718,241,487,ambiguous,2
1567,7,1,2.791645,926,92,ambiguous,2
409,8,1,12.33807,85,399,neither,1
1195,8,1,10.513224,77,454,ambiguous,4
212,10,0,24.799954,29,325,agent,1
1048,15,1,4.253291,41,263,agent,1
841,16,1,15.979534,220,469,neither,1
1554,5,1,2.349359,922,93,neither,1
1005,10,0,10.77515,48,488,ambiguous,2
748,22,1,7.493767,91,124,neither,1
470,9,0,5.198599,241,470,ambiguous,2
1241,12,0,14.213784,74,417,agent,1
198,16,1,5.517736,23,235,agent,3
944,25,1,16.163536,234,279,neither,1
900,6,1,5.016493,16,441,ambiguous,4
121,9,1,8.630966,90,153,agent,1
226,10,1,31.984671,222,580,user,1
811,9,0,10.174466,95,475,agent,1
1138,17,0,5.374226,204,540,neither,1
1534,21,0,17.677557,909,589,ambiguous,2
294,9,1,4.239984,55,4,agent,1
1151,20,1,11.847364,207,4,agent,1
1271,16,0,9.380102,72,158,ambiguous,1
746,9,1,7.928918,91,283,agent,1
705,13,0,10.490116,99,577,agent,1
199,9,1,8.633727,23,131,neither,1
591,16,0,20.087292,36,489,ambiguous,2
1220,8,1,21.639514,75,102,ambiguous,2
1198,5,1,4.055318,77,106,ambiguous,2
1083,10,1,5.779758,200,493,neither,1
440,20,1,5.329115,7,247,agent,1
495,8,1,3.454356,243,6,neither,1
355,30,1,21.821408,81,167,agent,1
1037,18,0,33.710826,41,135,neither,7
1141,10,1,8.982698,204,262,neither,1
83,14,1,4.214032,211,497,agent,2
1284,25,1,32.237175,71,591,agent,1
999,10,1,6.943264,48,220,ambiguous,2
1486,12,1,16.735273,904,421,ambiguous,2
403,9,1,9.708562,84,99,agent,1
1116,32,1,31.028221,202,97,agent,1
885,19,1,18.487951,14,413,neither,1
1351,10,1,17.901315,914,227,ambiguous,2
1259,11,1,11.182864,73,316,neither,1
228,14,1,12.318347,222,605,neither,1
667,11,1,11.632149,69,152,agent,1
152,9,0,3.867853,26,403,neither,1
367,21,1,12.611421,86,386,agent,2
222,9,1,7.793481,29,605,agent,1
414,6,0,2.225334,85,509,ambiguous,2
388,12,1,21.739212,87,593,agent,2
814,12,1,6.678222,94,516,neither,1
710,8,1,4.19448,99,367,neither,1
385,7,1,4.839698,87,593,neither,1
1146,15,1,9.195782,204,242,neither,1
31,16,1,13.952069,215,238,ambiguous,1
1231,11,0,5.18444,75,5,ambiguous,2
1362,8,1,4.009013,911,162,neither,1
202,21,0,61.689687,23,120,agent,1
383,8,0,7.02957,87,401,neither,1
333,9,1,8.773113,83,159,neither,1
1500,12,0,10.567457,905,592,agent,3
459,20,1,34.164745,244,167,ambiguous,2
1534,21,0,17.2038,909,431,ambiguous,2
379,13,1,18.232493,87,330,ambiguous,3
625,11,1,5.167869,66,313,neither,1
579,26,0,9.425428,37,367,agent,1
1483,17,1,13.833856,906,3,ambiguous,2
1499,12,0,7.632502,905,397,agent,7
709,24,0,8.830687,99,608,agent,2
708,8,1,2.883612,99,260,neither,1
1236,21,0,12.459816,74,330,agent,1
819,9,1,3.595947,94,283,neither,1
423,9,1,11.38926,3,432,neither,1
458,20,1,18.696486,244,170,ambiguous,2
1201,5,1,7.687483,77,536,ambiguous,3
444,11,1,12.037884,7,17,agent,1
1114,20,0,7.776602,202,576,neither,1
277,6,1,2.546079,58,511,ambiguous,2
436,20,1,13.578459,7,566,agent,1
242,11,1,6.07881,4,157,neither,4
121,9,1,9.482248,90,436,agent,1
80,14,0,27.358478,211,102,agent,1
762,9,1,10.342672,226,441,ambiguous,2
1218,8,1,7.282829,76,277,neither,1
438,17,1,14.573621,7,436,neither,1
1052,5,1,3.436628,1,262,neither,1
407,8,0,60.544118,85,360,neither,1
301,9,1,77.754372,88,582,agent,1
934,15,1,7.840514,238,316,ambiguous,2
27,9,1,3.646144,217,7,neither,2
718,14,0,16.598142,229,442,agent,1
1114,20,1,9.517604,202,6,neither,1
1034,39,0,16.722648,40,220,ambiguous,2
610,26,1,7.643537,34,311,ambiguous,2
499,10,1,4.538759,243,485,neither,1
906,5,1,10.718422,16,580,neither,1
1547,13,1,5.7903,922,108,ambiguous,1
1154,15,1,11.778381,207,156,neither,1
731,9,1,4.98961,228,402,neither,1
592,21,1,25.258895,36,218,ambiguous,1
1388,21,1,14.340633,913,220,agent,1
539,23,0,9.933115,38,583,ambiguous,2
1343,13,1,11.494014,915,451,ambiguous,2
367,21,0,23.94685,86,433,agent,2
172,12,1,16.377925,21,289,ambiguous,2
534,21,0,16.346984,38,583,neither,1
1490,8,1,4.292458,904,385,agent,1
1145,8,1,6.097592,204,277,neither,1
463,8,0,7.974575,241,277,neither,1
1484,14,1,37.266463,906,568,ambiguous,2
8,10,0,6.297744,216,222,ambiguous,1
969,8,1,2.788906,232,274,neither,1
530,12,1,5.321879,39,8,neither,2
510,22,0,19.498789,242,413,ambiguous,3
218,18,1,10.263519,29,260,agent,1
1139,17,1,5.394208,204,235,agent,1
220,14,1,16.648737,29,15,ambiguous,1
134,10,1,4.568116,24,282,neither,1
1213,19,1,14.642164,76,226,ambiguous,1
92,14,1,9.180482,218,218,neither,1
1244,11,1,8.599377,74,368,neither,1
897,14,1,77.304046,16,136,ambiguous,2
1119,19,0,24.507631,202,371,agent,1
30,28,1,12.635988,215,128,agent,2
803,11,1,5.674248,95,508,agent,1
1115,18,1,9.86677,202,371,ambiguous,1
1197,5,0,18.199436,77,19,ambiguous,3
1191,7,0,7.191311,77,19,ambiguous,2
259,13,1,14.933797,8,124,ambiguous,2
1131,10,1,26.293642,205,534,neither,1
582,27,0,19.41597,37,475,neither,5
626,11,1,10.302268,66,512,neither,1
621,11,1,8.241633,66,512,neither,1
1063,11,1,8.510346,1,267,neither,2
165,10,0,17.725266,20,510,ambiguous,1
776,20,1,22.383367,93,226,neither,1
270,6,1,10.948579,58,475,ambiguous,2
271,6,1,5.057487,58,475,ambiguous,3
861,26,1,4.644611,13,12,ambiguous,1
1513,9,1,22.701787,908,492,neither,1
951,22,1,13.310519,234,120,neither,1
822,9,0,28.523821,94,360,neither,1
823,11,0,20.033371,94,360,ambiguous,2
975,38,0,29.466677,232,20,agent,1
1034,39,1,12.430375,40,137,ambiguous,2
49,18,0,8.377597,212,508,neither,2
252,7,1,4.136877,4,376,neither,1
902,8,1,4.20533,16,147,neither,1
283,18,0,9.886727,55,536,agent,2
1180,12,1,16.63123,208,309,ambiguous,3
1407,35,1,19.026373,912,524,neither,4
1195,8,1,16.008929,77,494,ambiguous,4
1318,20,1,9.707903,918,125,neither,1
1302,8,1,3.955628,70,142,neither,1
1304,8,1,4.649996,78,142,agent,1
1349,17,0,3.690403,914,241,ambiguous,2
1309,13,1,6.508297,78,142,agent,1
1378,9,1,4.332323,910,486,agent,1
683,7,1,4.064526,251,569,neither,2
1233,15,1,14.956613,74,104,ambiguous,2
586,53,0,33.467808,37,273,agent,1
1515,22,1,14.021674,908,309,ambiguous,1
196,8,1,3.795198,22,385,neither,1
492,10,1,10.465561,243,219,ambiguous,2
504,5,1,3.052519,243,324,neither,1
684,23,1,21.991315,251,227,neither,2
788,17,1,7.116749,92,278,neither,1
837,19,1,9.922068,221,497,agent,1
501,11,0,4.038094,243,12,ambiguous,2
172,12,0,106.345313,21,243,ambiguous,2
200,10,1,9.499695,23,161,neither,1
1255,11,1,5.991844,73,414,neither,1
822,9,1,12.023312,94,605,neither,1
50,30,1,24.367571,212,518,ambiguous,2
834,8,1,3.05496,221,617,neither,1
1361,8,1,10.258658,911,455,neither,1
73,30,0,20.422378,211,240,agent,3
1395,26,1,34.357158,913,17,agent,1
838,15,1,13.032035,221,617,agent,1
855,18,0,46.384423,13,449,ambiguous,1
321,14,1,6.664943,89,258,ambiguous,2
871,12,1,175.670619,12,132,neither,1
781,19,0,10.636543,93,14,user,2
1157,11,1,2.41076,207,444,neither,1
114,10,1,13.451789,90,396,neither,1
1499,12,1,12.319177,905,527,agent,7
1028,18,1,9.350819,40,1,ambiguous,2
1285,25,1,56.057356,71,360,ambiguous,1
931,14,1,39.892344,238,286,ambiguous,2
1091,14,0,17.819752,200,130,agent,1
703,9,0,3.214643,99,157,ambiguous,2
399,20,1,5.461317,84,3,ambiguous,2
820,7,0,8.294975,94,475,ambiguous,2
119,8,1,6.233054,90,109,neither,1
559,23,1,46.256453,31,269,ambiguous,5
390,7,1,4.201247,87,3,neither,1
121,9,1,7.228039,90,523,agent,1
1514,7,1,13.780321,908,14,ambiguous,2
1341,5,1,4.237548,915,306,neither,1
389,11,1,4.953845,87,309,neither,1
122,8,1,7.070218,90,513,neither,1
859,16,1,4.57548,13,235,ambiguous,1
368,10,0,3.41633,86,135,neither,1
497,11,1,6.118978,243,367,ambiguous,2
607,21,1,6.105697,34,513,ambiguous,1
1195,8,1,20.487638,77,372,ambiguous,4
1356,9,1,11.27947,914,537,neither,1
598,11,1,12.422414,36,281,neither,1
1263,10,0,19.611401,72,161,neither,1
611,28,1,12.690465,34,369,ambiguous,2
344,13,1,8.103366,80,369,neither,2
64,29,0,55.728264,213,161,agent,1
647,12,1,5.362183,68,525,ambiguous,1
1467,12,1,3.756719,901,321,agent,2
1162,14,0,11.12252,207,239,ambiguous,2
1511,13,0,31.178129,905,428,neither,2
50,30,1,12.279191,212,431,ambiguous,2
633,6,0,8.174993,67,438,ambiguous,2
574,9,1,10.961657,30,394,agent,1
760,15,0,18.42189,226,165,agent,1
1337,15,1,8.758949,915,440,ambiguous,2
1265,12,1,6.953565,72,459,neither,1
1069,15,1,6.529743,9,283,ambiguous,2
1261,12,1,2.927937,72,459,neither,1
355,30,0,12.600347,81,308,agent,1
967,17,0,37.239281,232,242,agent,1
453,21,1,17.366723,244,508,ambiguous,1
800,13,0,6.497102,95,387,agent,1
105,6,1,8.672743,227,483,ambiguous,2
106,13,0,13.43573,227,508,neither,3
1147,10,1,2.582244,204,143,neither,1
742,13,0,23.923387,228,336,ambiguous,2
